Date,Time,Relative_time,Temperature,Resonance_Frequency,Dissipation
2026-04-24,12:25:47.708,12.63,24.83,10011103.88,0.0003058108208705933
2026-04-24,12:25:48.080,13.0,24.83,10011104.02,0.0003058108208705933
2026-04-24,12:25:48.458,13.38,24.83,10011104.1,0.0003058162238140668
2026-04-24,12:25:48.830,13.75,24.83,10011104.14,0.00030582334194814947
2026-04-24,12:25:49.206,14.13,24.83,10011104.14,0.00030582615678697206
2026-04-24,12:25:49.581,14.5,24.83,10011104.26,0.00030583306979422426
2026-04-24,12:25:50.002,14.92,24.83,10011104.23,0.0003058424801567134
2026-04-24,12:25:50.385,15.31,24.83,10011104.36,0.00030584920653802157
2026-04-24,12:25:50.769,15.69,24.83,10011104.38,0.00030585518038133504
2026-04-24,12:25:51.152,16.07,24.83,10011104.55,0.0003058621340909745
2026-04-24,12:25:51.519,16.44,24.83,10011104.65,0.00030586728282667606
2026-04-24,12:25:51.919,16.84,24.83,10011104.72,0.0003058691068283839
2026-04-24,12:25:52.303,17.22,24.83,10011104.82,0.00030587393548642527
2026-04-24,12:25:52.686,17.61,24.83,10011104.94,0.0003058832648046179
2026-04-24,12:25:53.069,17.99,24.83,10011105.03,0.0003058885821706583
2026-04-24,12:25:53.455,18.37,24.83,10011105.0,0.0003058947384748867
2026-04-24,12:25:53.836,18.76,24.83,10011105.1,0.00030589260957468504
2026-04-24,12:25:54.225,19.14,24.83,10011105.1,0.0003058914356109282
2026-04-24,12:25:54.616,19.54,24.83,10011104.97,0.0003058953149819411
2026-04-24,12:25:55.003,19.92,24.83,10011105.05,0.0003059008209190062
2026-04-24,12:25:55.377,20.3,24.83,10011104.93,0.0003059012221597769
2026-04-24,12:25:55.754,20.67,24.83,10011104.93,0.00030589678185093735
2026-04-24,12:25:56.137,21.06,24.83,10011104.93,0.00030589678185093735
2026-04-24,12:25:56.518,21.44,24.83,10011104.8,0.000305903450885221
2026-04-24,12:25:56.893,21.81,24.83,10011104.72,0.0003058950692363187
2026-04-24,12:25:57.271,22.19,24.83,10011104.6,0.00030589600777328364
2026-04-24,12:25:57.658,22.58,24.83,10011104.43,0.00030589703067411707
2026-04-24,12:25:58.037,22.96,24.83,10011104.4,0.00030589410870136065
2026-04-24,12:25:58.420,23.34,24.83,10011104.3,0.0003058951850860228
2026-04-24,12:25:58.804,23.72,24.83,10011104.18,0.0003058958096866893
2026-04-24,12:25:59.199,24.12,24.83,10011103.97,0.0003058980003928872
2026-04-24,12:25:59.567,24.49,24.83,10011103.88,0.0003059070491895668
2026-04-24,12:25:59.940,24.86,24.83,10011103.65,0.0003059118468663297
2026-04-24,12:26:00.321,25.24,24.83,10011103.47,0.00030591801943483
2026-04-24,12:26:00.706,25.63,24.83,10011103.62,0.0003059176949820722
2026-04-24,12:26:01.105,26.02,24.83,10011103.55,0.00030592187082796336
2026-04-24,12:26:01.488,26.41,24.83,10011103.47,0.00030593010255471986
2026-04-24,12:26:01.877,26.8,24.83,10011103.35,0.00030593482571006326
2026-04-24,12:26:02.255,27.17,24.83,10011103.3,0.0003059356838684789
2026-04-24,12:26:02.638,27.56,24.83,10011103.15,0.00030593581905779215
2026-04-24,12:26:03.021,27.94,24.83,10011103.18,0.00030593370334271636
2026-04-24,12:26:03.409,28.33,24.83,10011103.0,0.0003059398378404475
2026-04-24,12:26:03.788,28.71,24.83,10011102.95,0.00030594242355444604
2026-04-24,12:26:04.174,29.09,24.83,10011102.88,0.00030594834322237284
2026-04-24,12:26:04.556,29.48,24.83,10011102.78,0.00030595429631893385
2026-04-24,12:26:04.927,29.85,24.83,10011102.68,0.00030594764117925405
2026-04-24,12:26:05.306,30.23,24.83,10011102.55,0.00030594756694082923
2026-04-24,12:26:05.690,30.61,24.83,10011102.57,0.00030595232762721395
2026-04-24,12:26:06.073,30.99,24.83,10011102.53,0.0003059590648847617
2026-04-24,12:26:06.456,31.38,24.83,10011102.47,0.0003059532999879698
2026-04-24,12:26:06.840,31.76,24.83,10011102.43,0.0003059555030685083
2026-04-24,12:26:07.206,32.13,24.83,10011102.32,0.0003059619614028784
2026-04-24,12:26:07.590,32.51,24.82,10011102.07,0.00030596343085809066
2026-04-24,12:26:07.957,32.88,24.82,10011102.05,0.0003059685864147944
2026-04-24,12:26:08.341,33.26,24.82,10011102.05,0.0003059656321621148
2026-04-24,12:26:08.724,33.64,24.82,10011101.95,0.000305967266139802
2026-04-24,12:26:09.096,34.02,24.82,10011101.9,0.0003059638219023912
2026-04-24,12:26:09.474,34.39,24.82,10011101.65,0.0003059667303809028
2026-04-24,12:26:09.848,34.77,24.82,10011101.43,0.00030596300386947475
2026-04-24,12:26:10.257,35.18,24.82,10011101.2,0.0003059639913907907
2026-04-24,12:26:10.645,35.56,24.82,10011100.95,0.00030596516868262457
2026-04-24,12:26:11.024,35.94,24.82,10011100.88,0.000305967614683188
2026-04-24,12:26:11.410,36.33,24.82,10011100.72,0.0003059695781104866
2026-04-24,12:26:11.808,36.73,24.83,10011100.65,0.00030596882914712097
2026-04-24,12:26:12.174,37.09,24.83,10011100.45,0.00030596685246744415
2026-04-24,12:26:12.566,37.49,24.83,10011100.47,0.00030596703268050645
2026-04-24,12:26:12.942,37.86,24.83,10011100.4,0.00030597364960730346
2026-04-24,12:26:13.342,38.26,24.82,10011100.28,0.0003059774211590445
2026-04-24,12:26:13.725,38.65,24.82,10011100.05,0.0003059694342253167
2026-04-24,12:26:14.101,39.02,24.82,10011099.8,0.00030596322320332553
2026-04-24,12:26:14.492,39.41,24.82,10011099.68,0.0003059706569881619
2026-04-24,12:26:14.868,39.79,24.83,10011099.57,0.0003059741949434908
2026-04-24,12:26:15.237,40.16,24.83,10011099.38,0.00030598197591132157
2026-04-24,12:26:15.617,40.54,24.83,10011099.4,0.00030598769461966633
2026-04-24,12:26:15.991,40.91,24.82,10011099.32,0.0003059988587264334
2026-04-24,12:26:16.367,41.29,24.82,10011099.2,0.00030600209855721674
2026-04-24,12:26:16.759,41.68,24.82,10011099.22,0.0003060094960997333
2026-04-24,12:26:17.129,42.05,24.82,10011099.0,0.00030601729780099313
2026-04-24,12:26:17.510,42.43,24.82,10011099.03,0.0003060108116616202
2026-04-24,12:26:17.893,42.81,24.82,10011098.95,0.0003060168328271649
2026-04-24,12:26:18.277,43.2,24.82,10011099.0,0.00030601778930408185
2026-04-24,12:26:18.660,43.58,24.82,10011098.88,0.00030602035788245577
2026-04-24,12:26:19.049,43.97,24.82,10011098.82,0.00030601594254554425
2026-04-24,12:26:19.427,44.35,24.82,10011098.7,0.0003060169218030063
2026-04-24,12:26:19.801,44.72,24.82,10011098.62,0.0003060160869412997
2026-04-24,12:26:20.177,45.1,24.82,10011098.47,0.00030602141476932806
2026-04-24,12:26:20.553,45.47,24.83,10011098.38,0.0003060250493709075
2026-04-24,12:26:20.926,45.85,24.83,10011098.2,0.00030603181907018674
2026-04-24,12:26:21.303,46.22,24.83,10011098.07,0.0003060369012347947
2026-04-24,12:26:21.677,46.6,24.83,10011097.93,0.0003060471629260297
2026-04-24,12:26:22.070,46.99,24.83,10011097.85,0.0003060515593542797
2026-04-24,12:26:22.460,47.38,24.83,10011097.78,0.0003060541528113774
2026-04-24,12:26:22.837,47.76,24.83,10011097.57,0.00030606049527631896
2026-04-24,12:26:23.224,48.14,24.83,10011097.55,0.00030605800775429016
2026-04-24,12:26:23.597,48.52,24.83,10011097.43,0.0003060572840851212
2026-04-24,12:26:23.978,48.9,24.83,10011097.4,0.0003060656890905223
2026-04-24,12:26:24.346,49.27,24.83,10011097.45,0.00030606952281390134
2026-04-24,12:26:24.728,49.65,24.83,10011097.28,0.0003060788869558243
2026-04-24,12:26:25.112,50.03,24.83,10011097.18,0.00030608612778147963
2026-04-24,12:26:25.495,50.41,24.83,10011097.2,0.0003060862443852258
2026-04-24,12:26:25.862,50.78,24.83,10011097.18,0.0003060905346750437
2026-04-24,12:26:26.239,51.16,24.83,10011097.03,0.00030609963206577266
2026-04-24,12:26:26.612,51.53,24.83,10011097.1,0.00030611016083132776
2026-04-24,12:26:26.995,51.91,24.83,10011096.93,0.000306107207501079
2026-04-24,12:26:27.396,52.32,24.82,10011096.72,0.000306112834662573
2026-04-24,12:26:27.772,52.69,24.82,10011096.65,0.0003061113462489658
2026-04-24,12:26:28.145,53.06,24.82,10011096.65,0.0003061144044073435
2026-04-24,12:26:28.519,53.44,24.82,10011096.7,0.00030611771393437517
2026-04-24,12:26:28.913,53.83,24.82,10011096.65,0.00030612106879621066
2026-04-24,12:26:29.300,54.22,24.82,10011096.55,0.0003061291602002068
2026-04-24,12:26:29.680,54.6,24.82,10011096.62,0.0003061376553915469
2026-04-24,12:26:30.068,54.99,24.82,10011096.57,0.0003061479917001493
2026-04-24,12:26:30.447,55.37,24.82,10011096.53,0.00030615231227057937
2026-04-24,12:26:30.830,55.75,24.82,10011096.43,0.00030615659877604017
2026-04-24,12:26:31.213,56.13,24.82,10011096.32,0.0003061675620253725
2026-04-24,12:26:31.596,56.52,24.82,10011096.25,0.0003061640274786638
2026-04-24,12:26:31.987,56.91,24.82,10011096.07,0.0003061637179532734
2026-04-24,12:26:32.363,57.28,24.82,10011096.1,0.0003061713981228932
2026-04-24,12:26:32.754,57.67,24.82,10011096.07,0.0003061717124096308
2026-04-24,12:26:33.130,58.05,24.82,10011096.1,0.00030618121257282413
2026-04-24,12:26:33.518,58.44,24.82,10011095.95,0.0003061806819595337
2026-04-24,12:26:33.897,58.82,24.82,10011095.82,0.0003061891635676579
2026-04-24,12:26:34.280,59.2,24.82,10011095.72,0.0003061943853198283
2026-04-24,12:26:34.659,59.58,24.82,10011095.65,0.0003061957144736257
2026-04-24,12:26:35.038,59.96,24.82,10011095.6,0.00030619242125522894
2026-04-24,12:26:35.432,60.35,24.82,10011095.55,0.0003061957974043185
2026-04-24,12:26:35.815,60.73,24.82,10011095.45,0.0003061976471343308
2026-04-24,12:26:36.190,61.11,24.82,10011095.38,0.00030619465182470893
2026-04-24,12:26:36.565,61.48,24.82,10011095.25,0.00030619484586818016
2026-04-24,12:26:36.948,61.87,24.82,10011095.15,0.00030619168897462413
2026-04-24,12:26:37.332,62.25,24.82,10011095.15,0.00030619261778264253
2026-04-24,12:26:37.706,62.63,24.82,10011094.97,0.0003061845479625173
2026-04-24,12:26:38.082,63.0,24.82,10011094.88,0.0003061935502630728
2026-04-24,12:26:38.474,63.39,24.82,10011094.9,0.0003061933075256839
2026-04-24,12:26:38.863,63.78,24.82,10011094.85,0.0003061970342986358
2026-04-24,12:26:39.241,64.16,24.82,10011094.7,0.00030619738950021585
2026-04-24,12:26:39.612,64.53,24.82,10011094.53,0.00030620273238653146
2026-04-24,12:26:39.993,64.91,24.82,10011094.43,0.0003062053711214965
2026-04-24,12:26:40.366,65.29,24.82,10011094.35,0.0003062133183140377
2026-04-24,12:26:40.738,65.66,24.82,10011094.32,0.00030621155299308657
2026-04-24,12:26:41.115,66.03,24.82,10011094.15,0.00030621104281053834
2026-04-24,12:26:41.507,66.43,24.82,10011094.03,0.00030621330920001157
2026-04-24,12:26:41.900,66.82,24.82,10011094.0,0.00030620435802218717
2026-04-24,12:26:42.283,67.2,24.82,10011093.82,0.0003062030348514588
2026-04-24,12:26:42.665,67.58,24.82,10011093.78,0.00030620703379950054
2026-04-24,12:26:43.033,67.95,24.82,10011093.65,0.0003062063417278283
2026-04-24,12:26:43.417,68.34,24.82,10011093.55,0.0003062020635380265
2026-04-24,12:26:43.783,68.7,24.82,10011093.45,0.00030619634385679753
2026-04-24,12:26:44.167,69.09,24.82,10011093.25,0.0003061883962153709
2026-04-24,12:26:44.534,69.45,24.82,10011093.22,0.0003061956332037001
2026-04-24,12:26:44.912,69.83,24.82,10011093.05,0.00030618811814321807
2026-04-24,12:26:45.284,70.2,24.82,10011092.88,0.0003061813983154969
2026-04-24,12:26:45.674,70.59,24.82,10011092.68,0.00030617795401758675
2026-04-24,12:26:46.051,70.97,24.82,10011092.55,0.0003061892327631239
2026-04-24,12:26:46.431,71.35,24.82,10011092.53,0.00030618774609234717
2026-04-24,12:26:46.818,71.74,24.82,10011092.38,0.00030619495631684904
2026-04-24,12:26:47.194,72.11,24.82,10011092.32,0.0003061996827008616
2026-04-24,12:26:47.584,72.5,24.82,10011092.15,0.0003062038578046615
2026-04-24,12:26:47.959,72.88,24.82,10011092.05,0.00030620879767880954
2026-04-24,12:26:48.335,73.25,24.82,10011091.95,0.0003062001657573992
2026-04-24,12:26:48.713,73.63,24.82,10011091.78,0.00030618956029519897
2026-04-24,12:26:49.102,74.02,24.82,10011091.57,0.00030618336423432355
2026-04-24,12:26:49.489,74.41,24.82,10011091.53,0.0003061889084676679
2026-04-24,12:26:49.869,74.79,24.82,10011091.4,0.0003061861560831993
2026-04-24,12:26:50.252,75.17,24.82,10011091.5,0.0003061838086016931
2026-04-24,12:26:50.635,75.55,24.82,10011091.47,0.0003061848110072348
2026-04-24,12:26:51.019,75.94,24.82,10011091.4,0.00030618533766384317
2026-04-24,12:26:51.403,76.32,24.82,10011091.22,0.0003061888538640343
2026-04-24,12:26:51.802,76.72,24.82,10011091.3,0.00030619757423742494
2026-04-24,12:26:52.190,77.11,24.82,10011091.1,0.0003061949234031842
2026-04-24,12:26:52.569,77.49,24.82,10011091.1,0.00030619657998989667
2026-04-24,12:26:52.943,77.86,24.82,10011091.03,0.00030618967610097924
2026-04-24,12:26:53.319,78.24,24.82,10011091.0,0.00030618597183842294
2026-04-24,12:26:53.710,78.63,24.82,10011090.85,0.0003061814360875548
2026-04-24,12:26:54.083,79.0,24.82,10011090.75,0.00030618057281875865
2026-04-24,12:26:54.455,79.38,24.82,10011090.85,0.00030618804018033084
2026-04-24,12:26:54.853,79.77,24.82,10011090.72,0.00030618412571563406
2026-04-24,12:26:55.225,80.14,24.82,10011090.8,0.00030618666091182826
2026-04-24,12:26:55.603,80.52,24.82,10011090.7,0.0003061972577972292
2026-04-24,12:26:55.971,80.89,24.82,10011090.62,0.0003062088912975397
2026-04-24,12:26:56.353,81.27,24.82,10011090.53,0.00030621045837523145
2026-04-24,12:26:56.721,81.64,24.82,10011090.55,0.00030621051513611764
2026-04-24,12:26:57.104,82.02,24.83,10011090.65,0.0003062105151361176
2026-04-24,12:26:57.488,82.41,24.83,10011090.72,0.0003062027272210343
2026-04-24,12:26:57.877,82.8,24.83,10011090.55,0.00030620685305963145
2026-04-24,12:26:58.238,83.16,24.83,10011090.53,0.0003062085975391117
2026-04-24,12:26:58.638,83.56,24.83,10011090.53,0.0003062045960800287
2026-04-24,12:26:59.034,83.95,24.83,10011090.43,0.000306204319113902
2026-04-24,12:26:59.424,84.34,24.83,10011090.25,0.000306204319113902
2026-04-24,12:26:59.805,84.72,24.83,10011090.15,0.00030620830874508156
2026-04-24,12:27:00.176,85.1,24.83,10011090.12,0.00030621249244351006
2026-04-24,12:27:00.555,85.47,24.83,10011090.03,0.00030620784986334204
2026-04-24,12:27:00.929,85.85,24.83,10011089.97,0.00030621119315526747
2026-04-24,12:27:01.322,86.24,24.83,10011089.93,0.00030621769756809916
2026-04-24,12:27:01.694,86.61,24.83,10011089.9,0.00030621798104594095
2026-04-24,12:27:02.072,86.99,24.83,10011089.88,0.00030622479375200815
2026-04-24,12:27:02.441,87.36,24.83,10011089.85,0.0003062285901831964
2026-04-24,12:27:02.846,87.77,24.83,10011089.8,0.0003062264773401444
2026-04-24,12:27:03.206,88.13,24.83,10011089.82,0.0003062267713191155
2026-04-24,12:27:03.589,88.51,24.83,10011089.65,0.00030622806503732575
2026-04-24,12:27:03.972,88.89,24.83,10011089.62,0.00030622676480010307
2026-04-24,12:27:04.362,89.28,24.83,10011089.6,0.00030622931575838004
2026-04-24,12:27:04.740,89.66,24.83,10011089.55,0.00030623026074038875
2026-04-24,12:27:05.123,90.04,24.83,10011089.55,0.00030622427767264824
2026-04-24,12:27:05.503,90.42,24.83,10011089.47,0.00030622291033460456
2026-04-24,12:27:05.886,90.81,24.83,10011089.45,0.00030621861583389297
2026-04-24,12:27:06.273,91.19,24.82,10011089.5,0.00030622229051294723
2026-04-24,12:27:06.659,91.58,24.82,10011089.47,0.0003062186803977405
2026-04-24,12:27:07.049,91.97,24.82,10011089.5,0.00030622106978598696
2026-04-24,12:27:07.428,92.35,24.82,10011089.53,0.00030622357595114084
2026-04-24,12:27:07.807,92.73,24.82,10011089.6,0.00030622880268390846
2026-04-24,12:27:08.190,93.11,24.82,10011089.6,0.00030622977344100334
2026-04-24,12:27:08.565,93.48,24.82,10011089.43,0.0003062236935908881
2026-04-24,12:27:09.034,93.95,24.82,10011089.3,0.0003062277267607649
2026-04-24,12:27:09.455,94.37,24.82,10011089.1,0.000306220644914089
2026-04-24,12:27:09.940,94.86,24.82,10011088.9,0.00030623235892121385
2026-04-24,12:27:10.330,95.25,24.82,10011088.97,0.00030623350314602354
2026-04-24,12:27:10.721,95.64,24.82,10011088.9,0.00030622366859068835
2026-04-24,12:27:11.099,96.02,24.82,10011088.75,0.00030621510283449746
2026-04-24,12:27:11.488,96.41,24.82,10011088.7,0.0003062174098954415
2026-04-24,12:27:11.867,96.79,24.82,10011088.7,0.0003062153975647651
2026-04-24,12:27:12.256,97.18,24.82,10011088.65,0.00030621136471054966
2026-04-24,12:27:12.633,97.55,24.82,10011088.53,0.0003062079994461491
2026-04-24,12:27:13.005,97.92,24.82,10011088.47,0.0003062079659013414
2026-04-24,12:27:13.383,98.3,24.83,10011088.38,0.00030621264618333084
2026-04-24,12:27:13.746,98.67,24.83,10011088.28,0.00030620331784491365
2026-04-24,12:27:14.121,99.04,24.82,10011088.25,0.0003062028038113013
2026-04-24,12:27:14.512,99.43,24.82,10011088.12,0.00030620510672181263
2026-04-24,12:27:14.887,99.81,24.82,10011088.15,0.00030619115083413943
2026-04-24,12:27:15.278,100.2,24.82,10011088.05,0.00030619115083413943
2026-04-24,12:27:15.676,100.6,24.82,10011087.9,0.0003061829050916462
2026-04-24,12:27:16.045,100.96,24.82,10011087.9,0.00030618507954471895
2026-04-24,12:27:16.426,101.35,24.82,10011087.75,0.0003061765297953131
2026-04-24,12:27:16.799,101.72,24.82,10011087.6,0.0003061745195487042
2026-04-24,12:27:17.176,102.1,24.82,10011087.55,0.00030617415400792424
2026-04-24,12:27:17.549,102.47,24.82,10011087.6,0.0003061751945782333
2026-04-24,12:27:17.927,102.85,24.82,10011087.53,0.00030617660648072606
2026-04-24,12:27:18.327,103.25,24.82,10011087.5,0.0003061685040474735
2026-04-24,12:27:18.712,103.63,24.82,10011087.62,0.0003061635960068374
2026-04-24,12:27:19.101,104.02,24.82,10011087.47,0.00030616392414900627
2026-04-24,12:27:19.493,104.41,24.82,10011087.53,0.00030616204991815757
2026-04-24,12:27:19.869,104.79,24.82,10011087.57,0.0003061645506743767
2026-04-24,12:27:20.260,105.18,24.82,10011087.5,0.0003061696130320638
2026-04-24,12:27:20.636,105.56,24.82,10011087.53,0.00030615998623756467
2026-04-24,12:27:21.011,105.93,24.82,10011087.5,0.0003061575375578261
2026-04-24,12:27:21.417,106.34,24.82,10011087.32,0.0003061561093335577
2026-04-24,12:27:21.794,106.71,24.82,10011087.25,0.0003061562287151508
2026-04-24,12:27:22.170,107.09,24.82,10011087.12,0.0003061628098273916
2026-04-24,12:27:22.557,107.48,24.82,10011087.05,0.00030616566689531247
2026-04-24,12:27:22.951,107.87,24.82,10011087.03,0.0003061670964230708
2026-04-24,12:27:23.345,108.26,24.82,10011087.07,0.00030617719966851835
2026-04-24,12:27:23.729,108.65,24.82,10011087.03,0.0003061789364963693
2026-04-24,12:27:24.112,109.03,24.82,10011087.12,0.00030617415399735993
2026-04-24,12:27:24.495,109.41,24.82,10011087.25,0.00030617329845258326
2026-04-24,12:27:24.901,109.82,24.82,10011087.12,0.0003061821240071479
2026-04-24,12:27:25.277,110.2,24.83,10011086.97,0.00030618739842651127
2026-04-24,12:27:25.655,110.57,24.83,10011086.8,0.00030618739842651127
2026-04-24,12:27:26.042,110.96,24.83,10011086.85,0.00030619104077525317
2026-04-24,12:27:26.417,111.34,24.83,10011086.88,0.00030619104077525317
2026-04-24,12:27:26.792,111.71,24.83,10011086.93,0.0003061941182170024
2026-04-24,12:27:27.168,112.09,24.83,10011086.7,0.00030619416995938736
2026-04-24,12:27:27.563,112.48,24.83,10011086.68,0.0003061882235930375
2026-04-24,12:27:27.951,112.87,24.83,10011086.62,0.0003061843564447982
2026-04-24,12:27:28.324,113.24,24.83,10011086.68,0.00030617998363413574
2026-04-24,12:27:28.698,113.62,24.83,10011086.55,0.0003061870331729971
2026-04-24,12:27:29.096,114.02,24.83,10011086.4,0.0003061870331729971
2026-04-24,12:27:29.480,114.4,24.83,10011086.18,0.0003061875988694645
2026-04-24,12:27:29.854,114.77,24.84,10011086.03,0.0003061938163400564
2026-04-24,12:27:30.230,115.15,24.84,10011085.9,0.000306196446082184
2026-04-24,12:27:30.630,115.55,24.84,10011085.88,0.000306194687795252
2026-04-24,12:27:31.013,115.93,24.84,10011085.72,0.0003061880229974755
2026-04-24,12:27:31.388,116.31,24.84,10011085.75,0.0003061960637924416
2026-04-24,12:27:31.764,116.68,24.84,10011085.8,0.00030620570535909257
2026-04-24,12:27:32.151,117.07,24.84,10011085.82,0.00030621245710305066
2026-04-24,12:27:32.530,117.45,24.83,10011085.75,0.0003062065775999748
2026-04-24,12:27:32.917,117.84,24.83,10011085.65,0.0003062139320913255
2026-04-24,12:27:33.292,118.21,24.83,10011085.55,0.0003062240223552338
2026-04-24,12:27:33.698,118.62,24.83,10011085.47,0.00030621574260827336
2026-04-24,12:27:34.089,119.01,24.83,10011085.32,0.00030622389736810766
2026-04-24,12:27:34.464,119.38,24.83,10011085.38,0.0003062143280003932
2026-04-24,12:27:34.870,119.79,24.83,10011085.47,0.00030622546319480904
2026-04-24,12:27:35.245,120.17,24.83,10011085.15,0.00030623443843016214
2026-04-24,12:27:35.620,120.54,24.84,10011085.28,0.00030624508726220703
2026-04-24,12:27:35.995,120.91,24.84,10011085.12,0.0003062559578372149
2026-04-24,12:27:36.390,121.31,24.83,10011085.03,0.0003062509717031485
2026-04-24,12:27:36.781,121.7,24.84,10011084.8,0.0003062514971318857
2026-04-24,12:27:37.169,122.09,24.84,10011084.8,0.0003062448187925224
2026-04-24,12:27:37.560,122.48,24.84,10011084.7,0.000306250871188861
2026-04-24,12:27:37.949,122.87,24.84,10011084.5,0.0003062467338029463
2026-04-24,12:27:38.324,123.24,24.84,10011084.43,0.00030625257431361427
2026-04-24,12:27:38.699,123.62,24.84,10011083.97,0.00030626525516656475
2026-04-24,12:27:39.076,124.0,24.84,10011083.97,0.00030626879853505086
2026-04-24,12:27:39.449,124.37,24.84,10011084.1,0.00030626550628421996
2026-04-24,12:27:39.825,124.74,24.84,10011084.03,0.0003062726292204933
2026-04-24,12:27:40.216,125.14,24.84,10011083.93,0.00030627950311313076
2026-04-24,12:27:40.589,125.51,24.84,10011083.93,0.0003062722354265483
2026-04-24,12:27:40.964,125.88,24.84,10011083.88,0.00030627441664717676
2026-04-24,12:27:41.339,126.26,24.84,10011084.05,0.0003062685541848992
2026-04-24,12:27:41.733,126.65,24.84,10011084.05,0.00030626372241916315
2026-04-24,12:27:42.105,127.02,24.84,10011084.05,0.00030626433273270304
2026-04-24,12:27:42.484,127.4,24.84,10011084.0,0.00030625871800141495
2026-04-24,12:27:42.875,127.79,24.84,10011083.68,0.0003062688057912435
2026-04-24,12:27:43.267,128.19,24.84,10011083.7,0.0003062757059878631
2026-04-24,12:27:43.651,128.57,24.84,10011083.55,0.0003062747123347513
2026-04-24,12:27:44.048,128.97,24.84,10011083.47,0.0003062706027590467
2026-04-24,12:27:44.417,129.34,24.84,10011083.68,0.000306269255509122
2026-04-24,12:27:44.807,129.73,24.84,10011083.95,0.0003062582232728249
2026-04-24,12:27:45.182,130.1,24.84,10011083.85,0.000306247169883723
2026-04-24,12:27:45.584,130.5,24.84,10011083.7,0.0003062318671429302
2026-04-24,12:27:45.984,130.9,24.84,10011083.7,0.00030623915264633804
2026-04-24,12:27:46.370,131.29,24.84,10011083.82,0.0003062461580134668
2026-04-24,12:27:46.776,131.7,24.84,10011083.78,0.00030625223609639154
2026-04-24,12:27:47.151,132.07,24.84,10011084.0,0.0003062522360963915
2026-04-24,12:27:47.534,132.45,24.84,10011083.85,0.0003062652449829406
2026-04-24,12:27:47.918,132.84,24.84,10011084.1,0.0003062668431800796
2026-04-24,12:27:48.298,133.22,24.84,10011084.18,0.0003062559179834622
2026-04-24,12:27:48.685,133.6,24.84,10011084.3,0.00030625600368672397
2026-04-24,12:27:49.085,134.0,24.84,10011084.38,0.0003062557875939521
2026-04-24,12:27:49.469,134.39,24.84,10011084.43,0.00030625575448217765
2026-04-24,12:27:49.854,134.77,24.84,10011084.4,0.00030625437708140305
2026-04-24,12:27:50.230,135.15,24.84,10011084.22,0.00030626298648073105
2026-04-24,12:27:50.621,135.54,24.84,10011084.18,0.0003062604106989461
2026-04-24,12:27:51.002,135.92,24.84,10011084.03,0.00030625741572769114
2026-04-24,12:27:51.386,136.31,24.84,10011083.85,0.0003062479474357437
